,SOL,AMBIENT_TEMP_min,AMBIENT_TEMP_max,PRESSURE_min,PRESSURE_max,VOLUME_MIXING_RATIO_min,VOLUME_MIXING_RATIO_max,LOCAL_RELATIVE_HUMIDITY_min,LOCAL_RELATIVE_HUMIDITY_max,MARS_MONTH,MARS_YEAR,MARS_SOL_IN_MONTH
2281,2395,193.91,247.82,807.5,881.55,30.77,1831.11,1.08,28.9,43,3,30
2282,2396,198.85,246.35,808.16,881.79,33.06,1614.65,1.14,28.65,43,3,31
2283,2397,195.38,246.97,808.4,882.33,33.95,1691.01,1.06,23.47,43,3,32
2284,2398,196.36,246.66,809.8,884.22,36.1,1697.07,1.02,23.99,43,3,33
2285,2399,196.1,243.1,810.65,885.68,27.29,1937.75,0.91,27.32,43,3,34
2286,2400,196.92,244.14,810.34,886.61,30.91,2016.85,0.83,28.35,43,3,35
2287,2401,196.38,245.68,809.95,887.51,29.24,1868.63,0.86,29.88,43,3,36
2288,2402,195.65,242.53,809.67,884.89,31.21,1807.53,0.9,32.58,43,3,37
2289,2403,195.29,258.5,811.15,885.28,36.51,1879.5,1.13,24.23,43,3,38
2290,2404,194.61,244.98,812.15,886.57,35.92,2223.47,1.06,23.9,43,3,39
2291,2405,196.62,247.4,811.87,886.71,32.38,1788.22,1.07,24.99,43,3,40
2292,2406,195.21,246.58,812.52,887.16,35.44,2005.49,1.08,23.86,43,3,41
2293,2407,194.46,256.86,814.65,888.35,35.35,2665.24,0.87,25.52,43,3,42
2294,2408,196.43,254.01,814.15,889.18,34.34,2315.93,0.92,30.36,43,3,43
2295,2409,198.34,249.31,812.9,888.96,31.81,2170.54,0.9,28.2,43,3,44
2296,2410,198.53,257.51,813.54,888.38,32.74,2096.8,0.89,28.7,43,3,45
2297,2411,195.58,245.32,816.09,890.1,32.38,1476.37,1.09,29.58,43,3,46
2298,2412,199.04,244.97,816.39,891.96,32.22,1663.86,0.96,22.32,43,3,47
2299,2413,199.7,242.21,814.53,889.75,30.63,1600.54,1.0,31.13,43,3,48
2300,2414,198.74,247.3,815.63,890.95,34.56,2321.89,1.0,31.04,43,3,49
2301,2415,198.03,245.01,817.36,892.86,36.52,1851.39,1.24,25.85,43,3,50
2302,2416,192.22,244.69,818.05,894.38,31.44,1850.47,1.13,21.67,43,3,51
2303,2417,195.4,244.9,816.72,893.19,35.17,1784.19,1.06,22.21,43,3,52
2304,2418,196.34,249.8,818.5,893.0,30.4,1969.46,0.99,29.81,43,3,53
2305,2419,193.77,248.74,820.1,895.63,18.3,2139.28,0.93,26.43,43,3,54
2306,2420,196.76,247.45,821.65,895.23,28.62,1746.49,0.99,28.09,44,3,0
2307,2421,194.79,246.2,824.7,893.3,32.9,1004.59,1.37,23.43,44,3,1
2308,2422,193.8,248.63,825.47,895.01,25.69,1041.3,1.33,25.37,44,3,2
2309,2423,194.74,259.39,827.98,895.94,26.15,1781.65,1.24,26.92,44,3,3
2310,2424,193.26,250.65,829.98,896.89,26.52,1559.65,1.32,22.79,44,3,4
2311,2425,194.1,248.97,828.72,897.75,26.5,1462.75,1.26,23.46,44,3,5
2312,2426,195.25,248.3,827.16,896.54,21.59,1400.03,1.22,24.05,44,3,6
2313,2427,193.0,249.87,826.91,897.24,25.11,2012.1,1.03,22.11,44,3,7
2314,2428,193.45,247.03,829.4,898.71,22.21,1752.28,1.03,21.21,44,3,8
2315,2429,193.8,246.08,828.34,898.12,21.1,1776.55,1.0,25.49,44,3,9
2316,2430,192.46,248.06,826.54,896.77,20.38,1019.3,1.35,29.74,44,3,10
2317,2431,192.24,246.04,826.87,896.21,21.38,954.9,1.35,28.51,44,3,11
2318,2432,191.91,245.22,828.17,898.2,21.95,872.71,1.41,27.54,44,3,12
2319,2433,193.75,246.0,829.3,898.16,25.89,847.74,1.4,19.27,44,3,13
2320,2434,192.33,246.77,828.96,895.56,24.37,875.4,1.37,21.67,44,3,14
2321,2435,193.52,247.47,829.9,896.5,22.21,878.84,1.35,28.08,44,3,15
2322,2436,193.26,247.22,831.46,896.96,23.43,1214.65,1.47,29.71,44,3,16
2323,2437,194.62,247.5,832.31,896.11,21.1,1057.62,1.56,25.38,44,3,17
2324,2438,191.53,245.5,830.95,895.85,21.12,1825.41,1.2,26.61,44,3,18
2325,2439,192.6,242.8,832.06,896.17,18.67,1345.95,1.29,22.68,44,3,19
2326,2440,193.36,244.74,833.4,898.14,26.54,1347.09,1.24,19.06,44,3,20
2327,2441,192.06,244.84,832.01,898.07,25.26,1534.06,1.13,17.98,44,3,21
2328,2442,192.92,248.7,829.24,897.35,19.87,1738.65,1.08,27.99,44,3,22
2329,2443,193.85,251.45,831.07,900.85,21.15,1818.78,1.01,29.27,44,3,23
2330,2444,194.76,250.37,831.73,902.84,21.48,1496.44,1.08,23.69,44,3,24
2331,2445,193.3,248.08,829.33,901.4,27.11,1538.1,1.07,20.53,44,3,25
2332,2446,191.94,242.52,829.53,901.02,26.16,1775.75,1.2,21.58,44,3,26
2333,2447,192.19,244.99,830.42,900.11,20.92,1532.99,1.33,26.33,44,3,27
2334,2448,193.83,249.32,832.26,901.09,23.61,1509.74,1.27,29.27,44,3,28
2335,2449,190.97,244.86,832.4,899.75,22.76,1522.49,1.23,35.49,44,3,29
2336,2450,192.95,245.33,830.88,900.73,24.34,1064.17,1.38,28.12,44,3,30
2337,2451,189.37,246.29,833.79,900.81,26.33,932.82,1.43,26.51,44,3,31
2338,2452,193.62,244.66,834.15,904.86,27.46,907.03,1.4,25.42,44,3,32
2339,2453,194.42,245.65,831.31,903.31,24.91,925.79,1.4,25.16,44,3,33
2340,2454,191.19,248.21,831.52,903.24,20.74,1570.84,1.09,26.95,44,3,34
2341,2455,192.91,250.82,832.45,903.12,24.73,1600.1,1.07,28.82,44,3,35
2342,2456,193.34,251.52,833.31,903.4,26.28,1871.4,1.15,27.97,44,3,36
2343,2457,193.26,238.26,834.26,904.53,26.47,1275.72,1.4,24.72,44,3,37
2344,2458,193.57,241.72,833.38,902.27,27.43,1285.31,1.35,20.89,44,3,38
2345,2459,194.2,240.68,834.79,902.87,23.0,1244.0,1.28,27.13,44,3,39
2346,2460,195.26,249.17,834.96,904.56,21.25,1449.61,1.19,25.14,44,3,40
2347,2461,195.57,243.4,836.02,902.14,21.96,1314.86,1.2,25.38,44,3,41
2348,2462,195.45,237.83,836.57,902.0,24.31,1171.57,1.23,25.96,44,3,42
2349,2463,192.09,244.21,837.14,902.88,24.87,1318.81,1.15,17.38,44,3,43
2350,2464,197.79,237.32,837.85,901.89,26.09,1227.52,1.17,21.7,44,3,44
2351,2465,198.24,239.39,837.99,903.25,23.19,1019.68,1.25,25.63,44,3,45
2352,2466,194.46,241.88,837.8,903.56,18.44,1435.9,1.35,20.88,44,3,46
2353,2467,192.44,245.07,838.23,903.12,17.5,1450.41,1.39,21.95,44,3,47
2354,2468,195.64,240.86,837.74,904.57,19.86,1045.34,1.49,24.47,44,3,48
2355,2469,194.64,237.77,838.12,900.9,23.53,783.93,1.62,23.29,44,3,49
2356,2470,193.35,239.01,837.94,901.77,23.61,807.2,1.56,24.37,44,3,50
2357,2471,195.64,241.29,837.99,903.16,18.75,1099.57,1.35,23.96,44,3,51
2358,2472,193.15,243.05,839.0,902.29,19.5,1192.23,1.27,26.54,44,3,52
2359,2473,192.04,241.26,837.96,900.87,17.91,1343.76,1.2,33.55,44,3,53
2360,2474,192.79,243.63,839.51,904.02,17.6,1226.46,1.21,27.7,44,3,54
2361,2475,191.78,238.24,839.71,902.04,21.55,1107.77,1.24,23.39,45,3,0
2362,2476,191.94,239.58,839.3,902.13,16.16,1120.26,1.22,28.27,45,3,1
2363,2477,190.65,244.88,839.68,901.81,18.87,1416.41,1.19,27.36,45,3,2
2364,2478,190.41,240.16,838.54,901.19,21.36,1539.03,1.31,38.68,45,3,3
2365,2479,191.11,243.42,838.37,900.24,22.01,1585.41,1.18,34.77,45,3,4
2366,2480,191.78,241.94,837.58,899.53,23.3,1403.02,1.2,40.53,45,3,5
2367,2481,191.79,241.31,839.49,898.15,26.01,1429.45,1.13,19.99,45,3,6
2368,2482,191.17,241.09,838.4,898.52,25.86,1210.35,1.22,20.26,45,3,7
2369,2483,190.4,238.03,839.09,898.4,24.18,1148.59,1.22,26.65,45,3,8
2370,2484,192.22,241.38,838.4,898.0,19.39,1144.44,1.2,33.71,45,3,9
2371,2485,192.69,243.83,839.38,897.86,26.6,1323.03,1.11,41.06,45,3,10
2372,2486,191.79,239.26,838.78,899.21,21.58,1148.14,1.17,40.31,45,3,11
2373,2487,191.99,242.58,838.47,898.46,30.31,1598.43,1.15,29.52,45,3,12
2374,2488,190.48,242.46,838.94,899.99,26.44,1369.61,1.34,34.89,45,3,13
2375,2489,190.65,238.23,838.44,898.29,26.44,1322.58,1.31,30.07,45,3,14
2376,2490,190.97,241.68,838.19,896.7,22.09,1252.31,1.26,41.83,45,3,15
2377,2491,192.49,240.93,839.15,897.93,17.91,1315.13,1.22,40.58,45,3,16
2378,2492,192.24,245.02,837.92,895.98,17.06,1352.71,1.18,41.11,45,3,17
2379,2493,191.46,239.23,837.55,895.97,18.68,1212.82,1.21,38.14,45,3,18
2380,2494,191.97,239.03,837.25,894.53,22.68,1151.23,1.21,45.56,45,3,19
2381,2495,191.79,237.63,838.08,894.93,25.26,1075.63,1.25,49.88,45,3,20
2382,2496,191.2,238.5,838.62,894.61,21.92,1087.25,1.23,53.52,45,3,21
2383,2497,190.78,240.14,836.68,894.97,31.6,1204.22,1.17,59.87,45,3,22
2384,2498,191.7,242.95,835.67,896.24,21.49,1573.69,1.18,45.89,45,3,23
2385,2499,190.77,238.71,835.98,892.72,26.21,1289.42,1.41,48.69,45,3,24
2386,2500,190.11,239.86,835.33,890.21,16.07,1285.82,1.34,38.82,45,3,25
2387,2501,191.9,238.96,833.83,890.96,24.52,1166.7,1.34,48.34,45,3,26
2388,2502,190.7,242.35,832.71,888.55,28.71,1385.12,1.23,58.96,45,3,27
2389,2503,191.26,242.01,832.17,888.21,16.31,1416.38,1.18,61.1,45,3,28
2390,2504,191.07,244.31,832.26,889.52,12.71,1373.55,1.17,46.36,45,3,29
2391,2505,190.4,239.78,833.56,889.26,22.49,1196.5,1.22,49.34,45,3,30
2392,2506,190.96,239.28,832.81,887.73,31.55,1076.86,1.23,44.25,45,3,31
2393,2507,191.3,240.38,830.96,887.29,30.87,1542.28,1.21,47.95,45,3,32
2394,2508,191.63,240.21,830.78,887.28,13.27,1443.23,1.33,49.74,45,3,33
2395,2509,192.73,244.16,829.26,884.67,18.1,1565.72,1.26,66.68,45,3,34
2396,2510,192.02,239.0,828.84,884.86,18.33,1312.88,1.3,70.68,45,3,35
2397,2511,191.25,239.93,827.96,884.3,35.82,1255.37,1.28,55.84,45,3,36
2398,2512,191.39,238.75,827.59,883.54,38.27,1221.28,1.28,51.89,45,3,37
2399,2513,188.94,239.17,826.68,881.21,37.97,1274.79,1.24,56.52,45,3,38
2400,2514,190.74,241.84,825.75,881.75,30.59,1325.14,1.2,82.78,45,3,39
2401,2515,194.01,239.95,825.92,881.43,26.49,1300.67,1.21,77.95,45,3,40
2402,2516,190.11,242.11,824.78,879.64,13.8,1243.95,1.23,64.95,45,3,41
2403,2517,190.51,241.15,822.2,878.49,28.91,1528.3,1.25,63.29,45,3,42
2404,2518,190.51,238.41,822.66,878.02,42.43,1480.6,1.39,73.34,45,3,43
2405,2519,191.73,242.47,820.8,874.71,29.64,1508.23,1.3,70.99,45,3,44
2406,2520,189.99,238.49,818.65,874.08,42.7,1353.92,1.31,88.3,45,3,45
2407,2521,191.52,245.14,818.51,874.54,41.3,1659.13,1.21,104.43,45,3,46
2408,2522,192.23,239.17,818.87,874.78,25.75,1286.17,1.32,87.52,45,3,47
2409,2523,190.47,238.61,817.86,872.8,36.07,1272.37,1.27,56.38,45,3,48
2410,2524,189.94,237.84,816.5,870.31,28.43,1128.52,1.32,70.29,45,3,49
2411,2525,192.12,241.95,816.47,871.84,34.82,1326.35,1.23,75.75,45,3,50
2412,2526,191.19,245.27,814.15,870.58,42.19,1360.49,1.14,89.23,45,3,51
2413,2527,189.67,239.93,813.18,869.47,36.23,1337.99,1.15,78.17,45,3,52
2414,2528,192.67,240.58,811.69,868.92,12.76,1728.29,1.23,76.64,45,3,53
2415,2529,188.23,241.5,811.34,868.14,33.67,1325.2,1.39,81.04,45,3,54
2416,2530,190.47,242.01,811.1,867.6,42.37,1354.13,1.3,65.55,46,3,0
2417,2531,190.66,242.51,809.65,863.82,32.72,1271.71,1.32,76.59,46,3,1
2418,2532,192.3,239.62,809.38,864.72,23.81,1396.83,1.28,86.65,46,3,2
2419,2533,191.35,244.36,807.25,862.8,39.57,1586.16,1.18,82.58,46,3,3
2420,2534,191.29,242.49,806.51,862.9,21.87,1404.35,1.21,87.7,46,3,4
2421,2535,190.83,240.88,805.62,861.17,42.17,1285.86,1.2,64.47,46,3,5
2422,2536,191.32,237.58,805.63,860.93,48.55,1201.97,1.2,65.94,46,3,6
2423,2537,190.14,238.34,803.62,857.5,40.0,1247.45,1.16,83.66,46,3,7
2424,2538,191.54,247.53,801.56,858.46,39.39,1650.17,1.19,77.99,46,3,8
2425,2539,191.1,242.13,800.55,855.79,45.7,1631.48,1.3,72.18,46,3,9
2426,2540,189.21,238.38,798.45,854.39,38.89,1390.23,1.29,82.96,46,3,10
2427,2541,191.15,239.22,797.51,852.23,50.32,1470.17,1.25,95.26,46,3,11
2428,2542,190.74,240.29,797.2,852.47,51.4,1427.28,1.23,75.8,46,3,12
2429,2543,190.0,240.92,794.49,850.19,40.57,1316.85,1.23,62.09,46,3,13
2430,2544,190.88,240.74,792.23,850.34,43.87,1366.0,1.21,79.94,46,3,14
2431,2545,191.0,244.01,791.36,849.04,30.26,1647.78,1.1,98.93,46,3,15
2432,2546,192.3,242.93,790.86,848.49,36.03,1427.53,1.16,82.84,46,3,16
2433,2547,190.37,241.42,788.97,846.06,44.55,1276.3,1.17,65.31,46,3,17
2434,2548,191.06,244.8,788.05,844.14,43.53,1659.14,1.18,68.6,46,3,18
2435,2549,191.22,240.54,787.13,842.24,42.12,1497.08,1.35,82.97,46,3,19
2436,2550,192.68,246.98,784.21,841.46,42.9,1292.15,1.43,82.53,46,3,20
2437,2551,193.04,245.39,783.96,841.03,41.29,1125.86,1.44,88.28,46,3,21
2438,2552,193.86,245.34,784.48,838.6,44.5,1039.54,1.43,84.3,46,3,22
2439,2553,194.11,242.94,781.29,836.35,43.13,957.42,1.46,80.57,46,3,23
2440,2554,193.51,243.03,780.51,835.16,44.9,1315.02,1.29,79.12,46,3,24
2441,2555,193.21,239.94,779.34,834.27,48.18,1166.14,1.32,91.03,46,3,25
2442,2556,192.5,247.41,776.44,834.4,39.14,945.77,1.45,59.72,46,3,26
2443,2557,192.27,246.36,776.39,831.93,36.72,896.84,1.46,76.95,46,3,27
2444,2558,193.37,246.69,775.91,830.93,50.42,1226.48,1.49,85.91,46,3,28
2445,2559,191.83,245.29,772.79,829.81,49.13,959.15,1.6,88.15,46,3,29
2446,2560,193.95,250.74,771.48,827.6,40.96,1541.9,1.32,71.59,46,3,30
2447,2561,192.99,242.12,770.34,826.97,49.54,1426.82,1.3,55.21,46,3,31
2448,2562,194.12,243.66,769.4,824.84,40.92,1589.17,1.26,77.1,46,3,32
2449,2563,193.17,250.34,767.76,824.13,40.3,1623.11,1.18,71.71,46,3,33
2450,2564,196.07,240.49,765.73,822.65,34.13,1102.84,1.36,53.01,46,3,34
2451,2565,196.26,236.81,765.32,821.56,33.84,1127.16,1.3,53.65,46,3,35
2452,2566,192.11,247.21,764.23,819.79,39.31,930.92,1.48,46.61,46,3,36
2453,2567,192.97,247.99,764.03,819.1,36.86,978.53,1.42,63.2,46,3,37
2454,2568,193.57,249.73,760.93,818.05,40.64,2156.01,1.13,69.09,46,3,38
2455,2569,194.13,251.08,760.9,816.55,32.11,1782.92,1.25,70.26,46,3,39
2456,2570,190.07,247.92,758.36,814.43,33.38,1664.75,1.22,72.09,46,3,40
2457,2571,194.15,248.26,756.64,812.88,43.8,1609.77,1.19,76.63,46,3,41
2458,2572,193.61,253.87,757.42,811.74,32.06,1691.06,1.13,67.69,46,3,42
2459,2573,191.11,246.68,755.1,811.81,40.43,1538.44,1.17,66.8,46,3,43
2460,2574,192.89,253.06,754.08,808.63,42.9,1795.55,1.07,71.79,46,3,44
2461,2575,193.78,248.42,753.49,807.93,31.58,1808.11,1.02,67.5,46,3,45
2462,2576,194.1,252.18,751.8,806.2,23.6,1741.91,1.04,71.43,46,3,46
2463,2577,195.48,243.12,751.78,805.55,51.95,1495.89,1.08,64.78,46,3,47
2464,2578,193.76,242.79,751.59,804.34,38.75,2250.26,1.02,53.56,46,3,48
2465,2579,194.38,245.34,750.43,803.12,36.27,1909.02,1.2,52.13,46,3,49
2466,2580,194.29,245.23,748.59,801.56,19.1,1700.51,1.2,63.01,46,3,50
2467,2581,193.29,250.58,747.34,800.84,27.31,2052.28,1.03,69.05,46,3,51
2468,2582,193.34,248.17,747.69,800.05,32.6,1777.5,1.06,72.79,46,3,52
2469,2583,193.51,246.3,745.52,798.3,38.07,1890.79,0.99,48.47,46,3,53
2470,2584,193.06,253.01,744.21,796.91,36.54,1642.12,1.09,47.65,46,3,54
2471,2585,192.97,251.3,743.12,795.04,37.82,1433.34,1.16,48.43,47,3,0
2472,2586,193.96,251.75,742.13,794.6,46.03,1857.82,1.03,69.82,47,3,1
2473,2587,195.49,251.8,740.55,793.87,46.86,2142.2,0.97,60.06,47,3,2
2474,2588,195.21,253.41,739.56,793.29,35.31,3215.19,0.97,56.48,47,3,3
2475,2589,194.89,252.92,738.87,789.78,46.69,2472.44,1.13,62.74,47,3,4
2476,2590,193.94,251.57,737.19,788.94,39.02,2516.95,1.08,49.66,47,3,5
2477,2591,193.4,253.8,737.16,788.3,40.72,2185.12,1.11,59.95,47,3,6
2478,2592,193.96,247.71,735.41,788.85,41.42,2477.01,0.99,53.75,47,3,7
2479,2593,193.16,256.27,733.4,785.33,41.96,2504.36,1.01,73.2,47,3,8
2480,2594,192.45,245.7,732.7,784.65,44.76,2225.57,1.02,70.73,47,3,9
2481,2595,195.07,255.75,732.23,784.22,51.17,1683.6,1.15,74.27,47,3,10
2482,2596,195.17,253.65,730.72,784.68,48.55,1639.82,1.14,52.8,47,3,11
2483,2597,194.99,252.47,729.07,783.01,52.72,2315.85,1.14,50.51,47,3,12
2484,2598,194.98,250.89,728.01,782.31,45.24,2637.43,1.07,53.29,47,3,13
2485,2599,193.87,250.78,727.77,780.34,51.05,2511.61,1.02,72.86,47,3,14
2486,2600,195.23,249.1,726.11,780.19,45.35,2358.16,0.99,64.56,47,3,15
2487,2601,195.11,250.84,725.73,778.53,49.35,2339.21,0.99,59.91,47,3,16
2488,2602,195.4,249.71,723.49,777.14,44.32,2294.74,0.95,62.02,47,3,17
2489,2603,195.75,245.4,723.1,776.8,32.14,1867.24,1.05,52.87,47,3,18
2490,2604,196.57,245.95,721.14,777.07,47.37,2119.19,0.95,58.65,47,3,19
2491,2605,195.11,252.94,720.51,773.47,30.95,2382.38,0.9,58.95,47,3,20
2492,2606,193.85,253.65,720.48,773.5,49.08,2159.35,0.94,71.91,47,3,21
2493,2607,195.61,248.17,717.69,773.06,53.85,2877.18,0.94,43.71,47,3,22
2494,2608,191.79,247.06,716.21,770.51,51.02,2056.31,1.2,46.01,47,3,23
2495,2609,195.09,250.44,715.12,770.32,57.46,2399.72,1.05,43.68,47,3,24
2496,2610,196.63,250.0,714.02,770.75,35.18,2521.38,0.98,46.24,47,3,25
2497,2611,196.45,253.89,713.48,770.55,48.17,2356.09,0.97,50.08,47,3,26
2498,2612,196.28,252.45,711.65,770.06,38.06,2424.33,0.93,53.0,47,3,27
2499,2613,197.33,250.75,711.31,769.63,57.34,2280.97,0.95,49.18,47,3,28
2500,2614,195.34,249.67,710.67,768.43,53.53,2245.83,0.92,36.53,47,3,29
2501,2615,195.14,249.23,708.76,766.22,40.87,2262.03,0.9,31.96,47,3,30
2502,2616,196.35,250.43,708.09,766.25,53.66,2239.9,0.93,47.65,47,3,31
2503,2617,196.65,256.86,706.48,764.91,50.29,2605.74,0.88,51.32,47,3,32
2504,2618,197.2,255.76,706.3,765.91,53.0,3285.72,0.91,47.27,47,3,33
2505,2619,197.01,254.65,704.69,764.77,53.09,2867.66,1.07,46.53,47,3,34
2506,2620,195.18,256.13,703.94,764.39,46.29,3030.79,0.99,38.21,47,3,35
2507,2621,194.3,252.15,703.13,763.12,53.05,2657.25,0.99,39.09,47,3,36
2508,2622,196.15,255.01,701.56,761.63,53.49,3066.99,0.93,45.04,47,3,37
2509,2623,195.75,260.3,701.07,761.41,50.99,2836.69,0.92,55.09,47,3,38
2510,2624,195.42,261.16,700.21,760.03,50.79,2840.43,0.89,46.92,47,3,39
2511,2625,197.07,255.76,698.06,758.85,58.12,2571.63,0.9,45.56,47,3,40
2512,2626,196.93,252.3,698.05,758.58,49.24,2565.96,0.87,46.36,47,3,41
2513,2627,197.44,254.98,697.77,759.45,52.54,3518.47,0.9,45.67,47,3,42
2514,2628,197.04,255.57,696.83,758.29,37.4,2935.05,1.05,44.8,47,3,43
2515,2629,197.17,252.1,696.5,755.66,51.46,3069.61,0.97,45.46,47,3,44
2516,2630,197.77,255.7,694.15,758.26,50.72,3248.62,0.93,50.23,47,3,45
2517,2631,196.19,252.45,692.99,755.18,55.28,2930.87,0.9,44.03,47,3,46
2518,2632,196.63,260.03,691.41,755.91,52.36,3163.44,0.86,33.76,47,3,47
2519,2633,197.23,258.61,691.62,755.93,63.66,2790.86,0.86,44.78,47,3,48
2520,2634,197.91,255.54,691.01,754.79,48.12,1845.91,1.09,46.92,47,3,49
2521,2635,193.36,257.53,689.82,751.83,57.2,1877.3,1.05,34.6,47,3,50
2522,2636,195.13,255.08,687.91,753.55,51.77,2044.0,0.95,55.47,47,3,51
2523,2637,196.87,258.5,687.31,751.79,53.88,4944.35,0.76,47.22,47,3,52
2524,2638,193.9,259.74,686.36,748.33,48.23,4206.92,0.94,36.03,47,3,53
2525,2639,194.75,255.72,684.52,747.46,50.01,3441.18,0.91,39.98,47,3,54
2526,2640,195.21,254.83,683.7,748.35,52.72,3589.7,0.84,47.1,48,4,0
2527,2641,196.21,253.81,683.66,747.41,52.66,3164.55,0.85,41.28,48,4,1
2528,2642,198.7,261.46,681.95,745.78,44.07,3420.66,0.8,37.13,48,4,2
2529,2643,198.43,254.85,680.8,743.41,63.95,3361.57,0.79,43.06,48,4,3
2530,2644,199.32,256.35,680.7,743.11,67.27,3629.69,0.75,42.56,48,4,4
2531,2645,197.87,261.7,679.55,744.8,54.88,3879.19,0.71,40.71,48,4,5
2532,2646,196.98,259.54,676.88,742.23,51.59,3570.58,0.8,40.0,48,4,6
2533,2647,200.83,258.67,677.96,741.29,63.62,3063.48,0.83,33.45,48,4,7
2534,2648,197.85,261.95,678.23,741.54,59.51,3254.84,0.79,29.76,48,4,8
2535,2649,198.63,258.86,674.2,741.59,60.98,3324.1,0.78,27.12,48,4,9
2536,2650,200.05,262.28,672.69,739.64,68.89,4022.68,0.69,29.67,48,4,10
2537,2651,200.65,262.7,672.2,737.17,65.96,2696.16,0.86,29.43,48,4,11
2538,2652,200.47,265.22,671.04,740.42,64.85,3668.05,0.69,37.74,48,4,12
2539,2653,204.53,262.63,668.76,740.6,63.7,6337.51,0.74,24.82,48,4,13
2540,2654,201.09,265.96,668.0,740.38,59.29,4878.76,0.92,19.31,48,4,14
2541,2655,204.83,258.31,666.83,740.13,68.59,4559.42,0.87,20.44,48,4,15
2542,2656,203.9,260.06,667.59,742.78,50.32,5577.37,0.76,19.77,48,4,16
2543,2657,201.86,261.3,667.14,743.44,65.2,4963.98,0.75,22.23,48,4,17
2544,2658,201.97,259.76,667.3,745.87,68.34,4234.58,0.77,25.7,48,4,18
2545,2659,202.19,259.91,666.34,746.43,70.53,4399.25,0.72,18.79,48,4,19
2546,2660,201.67,259.18,664.13,746.97,74.65,4634.2,0.7,20.27,48,4,20
2547,2661,200.81,259.28,665.96,749.84,65.26,4703.22,0.67,21.52,48,4,21
2548,2662,202.07,258.62,663.38,750.63,73.04,4464.32,0.68,27.76,48,4,22
2549,2663,203.09,260.52,665.27,749.69,68.14,4191.07,0.7,21.88,48,4,23
2550,2664,201.46,259.17,665.54,749.42,72.84,4089.27,0.68,25.03,48,4,24
2551,2665,201.22,258.85,665.73,750.89,55.38,4381.83,0.64,29.41,48,4,25
2552,2666,201.65,260.32,666.53,750.59,83.36,7473.38,0.62,23.38,48,4,26
2553,2667,201.27,259.21,666.74,749.91,77.59,5336.2,0.87,20.45,48,4,27
2554,2668,199.17,262.78,665.42,749.78,73.46,5114.57,0.81,22.53,48,4,28
2555,2669,202.2,261.88,665.91,751.1,63.86,5331.35,0.77,27.37,48,4,29
2556,2670,201.51,260.84,666.54,750.62,62.7,5256.63,0.73,25.39,48,4,30
2557,2671,202.27,259.39,665.7,748.0,59.11,5081.55,0.72,25.78,48,4,31
2558,2672,201.44,259.85,664.45,748.78,76.72,5250.39,0.67,22.54,48,4,32
2559,2673,202.17,259.53,664.81,752.12,71.03,4571.19,0.68,22.85,48,4,33
2560,2674,203.24,262.95,664.07,753.24,76.1,4741.14,0.66,25.71,48,4,34
2561,2675,202.45,260.67,664.83,751.59,68.11,5048.54,0.63,22.67,48,4,35
2562,2676,203.1,261.74,662.09,750.11,67.61,7369.68,0.56,18.24,48,4,36
2563,2677,201.87,261.36,664.0,747.25,71.79,5114.76,0.82,22.93,48,4,37
2564,2678,201.0,260.37,664.36,749.49,65.92,5326.29,0.74,15.71,48,4,38
2565,2679,204.12,261.0,665.73,751.62,75.77,5038.07,0.69,21.83,48,4,39
2566,2680,204.71,260.91,664.58,751.71,73.13,5152.47,0.65,24.76,48,4,40
2567,2681,203.72,262.23,664.74,752.62,69.2,5240.28,0.61,20.25,48,4,41
2568,2682,203.51,265.24,664.53,752.1,60.18,3480.53,0.81,26.91,48,4,42
2569,2683,202.9,259.67,666.13,751.78,83.83,2736.58,0.9,31.48,48,4,43
2570,2684,202.97,261.02,666.82,752.29,85.97,2771.94,0.89,28.49,48,4,44
2571,2685,201.38,263.94,666.39,750.75,79.5,2690.41,0.86,26.44,48,4,45
2572,2686,202.39,261.58,665.97,754.41,75.19,2743.03,0.8,27.19,48,4,46
2573,2687,203.17,266.18,667.02,756.76,81.12,2945.8,0.76,25.19,48,4,47
2574,2688,203.91,272.59,666.63,760.11,62.1,2733.17,0.81,25.38,48,4,48
2575,2689,203.96,264.03,666.2,759.0,64.71,3564.53,1.0,27.44,48,4,49
2576,2690,203.75,265.44,665.77,758.21,80.5,3595.27,0.95,21.85,48,4,50
2577,2691,200.73,268.6,667.02,759.64,71.23,5168.88,0.71,21.03,48,4,51
2578,2692,204.89,270.85,667.66,758.6,74.11,4801.31,0.7,26.95,48,4,52
2579,2693,202.04,265.05,670.81,757.48,68.9,3246.46,0.87,27.98,48,4,53
2580,2694,202.08,264.69,674.52,758.31,86.92,3158.41,0.83,31.14,48,4,54
2581,2695,202.55,267.91,675.3,759.42,78.71,3170.69,0.78,29.31,49,4,0
2582,2696,202.85,261.66,675.07,760.0,83.23,2854.54,0.83,20.65,49,4,1
2583,2697,203.11,268.48,673.53,760.8,85.12,3328.02,0.72,25.54,49,4,2
2584,2698,203.97,267.14,673.3,763.43,72.98,3088.98,0.75,24.79,49,4,3
2585,2699,204.14,266.5,673.04,764.3,81.83,2874.54,0.77,31.65,49,4,4
2586,2700,203.82,266.68,673.53,765.3,84.93,2765.64,0.75,26.76,49,4,5
2587,2701,203.78,265.8,672.82,765.22,89.16,3043.21,0.71,27.18,49,4,6
